ticker,date,open,close,high,low,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
MSFT,2017-06-07,72.635,72.39,72.77,71.95,21895156,,,,,,,
MSFT,2017-06-08,72.51,71.945,72.52,71.5,23982410,,,,,,,
MSFT,2017-06-09,72.035,70.32,72.08,68.59,48619420,,,,,,,
MSFT,2017-06-12,69.25,69.78,69.94,68.13,47363986,,,,,,,
MSFT,2017-06-13,70.02,70.65,70.82,69.96,24815455,,,,,,,
MSFT,2017-06-14,70.91,70.27,71.1,69.43,25271276,,,,,,,
MSFT,2017-06-15,69.27,69.9,70.21,68.8,25701569,,,,,,,
MSFT,2017-06-16,69.73,70,70.0252,69.22,46911637,,,,,,,
MSFT,2017-06-19,70.5,70.87,70.945,70.35,23146852,,,,,,,
MSFT,2017-06-20,70.82,69.91,70.87,69.87,20775590,,,,,,,
MSFT,2017-06-21,70.21,70.27,70.62,69.94,19190623,,,,,,,
MSFT,2017-06-22,70.54,70.26,70.59,69.71,22222851,,,,,,,
MSFT,2017-06-23,70.09,71.21,71.25,69.92,23176418,,,,,,,
MSFT,2017-06-26,71.4,70.53,71.71,70.445,19308122,,,,,,,
MSFT,2017-06-27,70.11,69.21,70.18,69.18,24862560,,,,,,,
MSFT,2017-06-28,69.21,69.8,69.841,68.79,25226070,,,,,,,
MSFT,2017-06-29,69.38,68.49,69.49,68.09,28231562,,,,,,,
MSFT,2017-06-30,68.78,68.93,69.38,68.74,23039328,,,,,,,
